case_id,architecture,workload,N,shape,source,valid_cells,split
461,standard,checkerboard,16,16x16,synthetic,256,synthetic_val
462,standard,multihotspot,16,16x16,synthetic,256,synthetic_train
463,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
464,standard,hotspot,16,16x16,synthetic,256,synthetic_val
465,standard,quadrant,16,16x16,synthetic,256,synthetic_train
466,standard,hotspot,16,16x16,synthetic,256,synthetic_train
467,standard,hotspot,16,16x16,synthetic,256,synthetic_test
468,standard,stripes,16,16x16,synthetic,256,synthetic_val
469,standard,hotspot,16,16x16,synthetic,256,synthetic_train
470,standard,stripes,16,16x16,synthetic,256,synthetic_val
471,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
472,standard,stripes,16,16x16,synthetic,256,synthetic_train
473,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
474,standard,quadrant,16,16x16,synthetic,256,synthetic_val
475,standard,hotspot,16,16x16,synthetic,256,synthetic_train
476,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
477,standard,stripes,16,16x16,synthetic,256,synthetic_val
478,standard,checkerboard,16,16x16,synthetic,256,synthetic_val
479,standard,uniform,16,16x16,synthetic,256,synthetic_train
480,standard,quadrant,16,16x16,synthetic,256,synthetic_train
481,standard,quadrant,16,16x16,synthetic,256,synthetic_train
482,standard,stripes,16,16x16,synthetic,256,synthetic_train
483,standard,hotspot,16,16x16,synthetic,256,synthetic_train
484,standard,quadrant,16,16x16,synthetic,256,synthetic_train
485,standard,multihotspot,16,16x16,synthetic,256,synthetic_train
486,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
487,standard,quadrant,16,16x16,synthetic,256,synthetic_val
488,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
489,standard,quadrant,16,16x16,synthetic,256,synthetic_train
490,standard,stripes,16,16x16,synthetic,256,synthetic_train
491,standard,stripes,16,16x16,synthetic,256,synthetic_train
492,standard,hotspot,16,16x16,synthetic,256,synthetic_test
493,standard,uniform,16,16x16,synthetic,256,synthetic_val
494,standard,quadrant,16,16x16,synthetic,256,synthetic_train
495,standard,stripes,16,16x16,synthetic,256,synthetic_test
496,standard,hotspot,16,16x16,synthetic,256,synthetic_train
497,standard,quadrant,16,16x16,synthetic,256,synthetic_train
498,standard,stripes,16,16x16,synthetic,256,synthetic_train
499,standard,multihotspot,16,16x16,synthetic,256,synthetic_val
500,standard,quadrant,16,16x16,synthetic,256,synthetic_train
501,standard,checkerboard,16,16x16,synthetic,256,synthetic_val
502,standard,uniform,16,16x16,synthetic,256,synthetic_train
503,standard,uniform,16,16x16,synthetic,256,synthetic_test
504,standard,stripes,16,16x16,synthetic,256,synthetic_train
505,standard,quadrant,16,16x16,synthetic,256,synthetic_train
506,standard,multihotspot,16,16x16,synthetic,256,synthetic_train
507,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
508,standard,multihotspot,16,16x16,synthetic,256,synthetic_val
509,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
510,standard,hotspot,16,16x16,synthetic,256,synthetic_test
511,standard,multihotspot,16,16x16,synthetic,256,synthetic_train
512,standard,hotspot,16,16x16,synthetic,256,synthetic_train
513,standard,stripes,16,16x16,synthetic,256,synthetic_train
514,standard,quadrant,16,16x16,synthetic,256,synthetic_test
515,standard,multihotspot,16,16x16,synthetic,256,synthetic_val
516,standard,hotspot,16,16x16,synthetic,256,synthetic_train
517,standard,hotspot,16,16x16,synthetic,256,synthetic_train
518,standard,uniform,16,16x16,synthetic,256,synthetic_val
519,standard,uniform,16,16x16,synthetic,256,synthetic_train
520,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
521,standard,stripes,16,16x16,synthetic,256,synthetic_train
522,standard,stripes,16,16x16,synthetic,256,synthetic_train
523,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
524,standard,hotspot,16,16x16,synthetic,256,synthetic_train
525,standard,stripes,16,16x16,synthetic,256,synthetic_train
526,standard,stripes,16,16x16,synthetic,256,synthetic_val
527,standard,quadrant,16,16x16,synthetic,256,synthetic_train
528,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
529,standard,hotspot,16,16x16,synthetic,256,synthetic_train
530,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
531,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
532,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
533,standard,uniform,16,16x16,synthetic,256,synthetic_train
534,standard,uniform,16,16x16,synthetic,256,synthetic_train
535,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
536,standard,hotspot,16,16x16,synthetic,256,synthetic_val
537,standard,hotspot,16,16x16,synthetic,256,synthetic_test
538,standard,uniform,16,16x16,synthetic,256,synthetic_train
539,standard,quadrant,16,16x16,synthetic,256,synthetic_val
540,standard,multihotspot,16,16x16,synthetic,256,synthetic_train
541,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
542,standard,multihotspot,16,16x16,synthetic,256,synthetic_train
543,standard,uniform,16,16x16,synthetic,256,synthetic_train
544,standard,multihotspot,16,16x16,synthetic,256,synthetic_train
545,standard,quadrant,16,16x16,synthetic,256,synthetic_train
546,standard,uniform,16,16x16,synthetic,256,synthetic_train
547,standard,quadrant,16,16x16,synthetic,256,synthetic_train
548,standard,quadrant,16,16x16,synthetic,256,synthetic_train
549,standard,uniform,16,16x16,synthetic,256,synthetic_train
550,standard,multihotspot,16,16x16,synthetic,256,synthetic_train
551,standard,stripes,16,16x16,synthetic,256,synthetic_train
552,standard,quadrant,16,16x16,synthetic,256,synthetic_test
553,standard,checkerboard,16,16x16,synthetic,256,synthetic_test
554,standard,multihotspot,16,16x16,synthetic,256,synthetic_train
555,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
556,standard,uniform,16,16x16,synthetic,256,synthetic_train
557,standard,multihotspot,16,16x16,synthetic,256,synthetic_train
558,standard,hotspot,16,16x16,synthetic,256,synthetic_test
559,standard,uniform,16,16x16,synthetic,256,synthetic_train
560,standard,hotspot,16,16x16,synthetic,256,synthetic_train
561,standard,checkerboard,16,16x16,synthetic,256,synthetic_val
562,standard,hotspot,16,16x16,synthetic,256,synthetic_train
563,standard,hotspot,16,16x16,synthetic,256,synthetic_train
564,standard,hotspot,16,16x16,synthetic,256,synthetic_train
565,standard,hotspot,16,16x16,synthetic,256,synthetic_train
566,standard,uniform,16,16x16,synthetic,256,synthetic_train
567,standard,quadrant,16,16x16,synthetic,256,synthetic_val
568,standard,stripes,16,16x16,synthetic,256,synthetic_train
569,standard,quadrant,16,16x16,synthetic,256,synthetic_train
570,standard,hotspot,16,16x16,synthetic,256,synthetic_train
571,standard,hotspot,16,16x16,synthetic,256,synthetic_train
572,standard,hotspot,16,16x16,synthetic,256,synthetic_train
573,standard,hotspot,16,16x16,synthetic,256,synthetic_train
574,standard,quadrant,16,16x16,synthetic,256,synthetic_train
575,standard,stripes,16,16x16,synthetic,256,synthetic_train
576,standard,hotspot,16,16x16,synthetic,256,synthetic_test
577,standard,uniform,16,16x16,synthetic,256,synthetic_train
578,standard,checkerboard,16,16x16,synthetic,256,synthetic_test
579,standard,multihotspot,16,16x16,synthetic,256,synthetic_train
580,standard,hotspot,16,16x16,synthetic,256,synthetic_test
581,standard,hotspot,16,16x16,synthetic,256,synthetic_val
582,standard,stripes,16,16x16,synthetic,256,synthetic_train
583,standard,multihotspot,16,16x16,synthetic,256,synthetic_train
584,standard,uniform,16,16x16,synthetic,256,synthetic_test
585,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
586,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
587,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
588,standard,hotspot,16,16x16,synthetic,256,synthetic_train
589,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
590,standard,quadrant,16,16x16,synthetic,256,synthetic_train
591,standard,stripes,16,16x16,synthetic,256,synthetic_train
592,standard,hotspot,16,16x16,synthetic,256,synthetic_train
593,standard,uniform,16,16x16,synthetic,256,synthetic_train
594,standard,stripes,16,16x16,synthetic,256,synthetic_train
595,standard,stripes,16,16x16,synthetic,256,synthetic_val
596,standard,uniform,16,16x16,synthetic,256,synthetic_train
597,standard,hotspot,16,16x16,synthetic,256,synthetic_train
598,standard,hotspot,16,16x16,synthetic,256,synthetic_train
599,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
600,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
601,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
602,standard,stripes,16,16x16,synthetic,256,synthetic_train
603,standard,quadrant,16,16x16,synthetic,256,synthetic_train
604,standard,hotspot,16,16x16,synthetic,256,synthetic_train
605,standard,quadrant,16,16x16,synthetic,256,synthetic_train
606,standard,uniform,16,16x16,synthetic,256,synthetic_train
607,standard,stripes,16,16x16,synthetic,256,synthetic_test
608,standard,multihotspot,16,16x16,synthetic,256,synthetic_test
609,standard,hotspot,16,16x16,synthetic,256,synthetic_test
610,standard,quadrant,16,16x16,synthetic,256,synthetic_test
611,standard,uniform,16,16x16,synthetic,256,synthetic_train
612,standard,quadrant,16,16x16,synthetic,256,synthetic_train
613,standard,hotspot,16,16x16,synthetic,256,synthetic_train
614,standard,multihotspot,16,16x16,synthetic,256,synthetic_test
615,standard,stripes,16,16x16,synthetic,256,synthetic_train
616,standard,hotspot,16,16x16,synthetic,256,synthetic_train
617,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
618,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
619,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
620,standard,hotspot,16,16x16,synthetic,256,synthetic_val
621,standard,stripes,16,16x16,synthetic,256,synthetic_test
622,standard,quadrant,16,16x16,synthetic,256,synthetic_train
623,standard,hotspot,16,16x16,synthetic,256,synthetic_train
624,standard,stripes,16,16x16,synthetic,256,synthetic_train
625,standard,stripes,16,16x16,synthetic,256,synthetic_val
626,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
627,standard,hotspot,16,16x16,synthetic,256,synthetic_train
628,standard,uniform,16,16x16,synthetic,256,synthetic_train
629,standard,stripes,16,16x16,synthetic,256,synthetic_test
630,standard,multihotspot,16,16x16,synthetic,256,synthetic_train
631,standard,multihotspot,16,16x16,synthetic,256,synthetic_train
632,standard,hotspot,16,16x16,synthetic,256,synthetic_train
633,standard,hotspot,16,16x16,synthetic,256,synthetic_train
634,standard,stripes,16,16x16,synthetic,256,synthetic_test
635,standard,uniform,16,16x16,synthetic,256,synthetic_train
636,standard,uniform,16,16x16,synthetic,256,synthetic_train
637,standard,quadrant,16,16x16,synthetic,256,synthetic_train
638,standard,hotspot,16,16x16,synthetic,256,synthetic_train
639,standard,hotspot,16,16x16,synthetic,256,synthetic_train
640,standard,uniform,16,16x16,synthetic,256,synthetic_train
641,standard,uniform,16,16x16,synthetic,256,synthetic_train
642,standard,checkerboard,16,16x16,synthetic,256,synthetic_test
643,standard,stripes,16,16x16,synthetic,256,synthetic_train
644,standard,uniform,16,16x16,synthetic,256,synthetic_val
645,standard,checkerboard,16,16x16,synthetic,256,synthetic_train
646,standard,stripes,16,16x16,synthetic,256,synthetic_train
647,standard,uniform,16,16x16,synthetic,256,synthetic_train
648,standard,uniform,16,16x16,synthetic,256,synthetic_test
649,standard,quadrant,16,16x16,synthetic,256,synthetic_train
650,systolic,checkerboard,16,16x16,synthetic,256,synthetic_val
651,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
652,systolic,uniform,16,16x16,synthetic,256,synthetic_train
653,systolic,uniform,16,16x16,synthetic,256,synthetic_test
654,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
655,systolic,uniform,16,16x16,synthetic,256,synthetic_train
656,systolic,uniform,16,16x16,synthetic,256,synthetic_val
657,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
658,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
659,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
660,systolic,checkerboard,16,16x16,synthetic,256,synthetic_test
661,systolic,checkerboard,16,16x16,synthetic,256,synthetic_val
662,systolic,banded,16,16x16,synthetic,256,synthetic_val
663,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
664,systolic,uniform,16,16x16,synthetic,256,synthetic_train
665,systolic,uniform,16,16x16,synthetic,256,synthetic_test
666,systolic,uniform,16,16x16,synthetic,256,synthetic_test
667,systolic,wavefront,16,16x16,synthetic,256,synthetic_test
668,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
669,systolic,hotspot,16,16x16,synthetic,256,synthetic_test
670,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
671,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
672,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
673,systolic,uniform,16,16x16,synthetic,256,synthetic_train
674,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
675,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
676,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
677,systolic,uniform,16,16x16,synthetic,256,synthetic_train
678,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
679,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
680,systolic,hotspot,16,16x16,synthetic,256,synthetic_val
681,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
682,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
683,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
684,systolic,banded,16,16x16,synthetic,256,synthetic_train
685,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
686,systolic,uniform,16,16x16,synthetic,256,synthetic_train
687,systolic,uniform,16,16x16,synthetic,256,synthetic_train
688,systolic,checkerboard,16,16x16,synthetic,256,synthetic_test
689,systolic,uniform,16,16x16,synthetic,256,synthetic_train
690,systolic,wavefront,16,16x16,synthetic,256,synthetic_test
691,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
692,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
693,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
694,systolic,banded,16,16x16,synthetic,256,synthetic_train
695,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
696,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
697,systolic,hotspot,16,16x16,synthetic,256,synthetic_test
698,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
699,systolic,uniform,16,16x16,synthetic,256,synthetic_train
700,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
701,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
702,systolic,banded,16,16x16,synthetic,256,synthetic_train
703,systolic,uniform,16,16x16,synthetic,256,synthetic_train
704,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
705,systolic,banded,16,16x16,synthetic,256,synthetic_train
706,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
707,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
708,systolic,wavefront,16,16x16,synthetic,256,synthetic_val
709,systolic,hotspot,16,16x16,synthetic,256,synthetic_test
710,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
711,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
712,systolic,banded,16,16x16,synthetic,256,synthetic_train
713,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
714,systolic,uniform,16,16x16,synthetic,256,synthetic_train
715,systolic,hotspot,16,16x16,synthetic,256,synthetic_val
716,systolic,uniform,16,16x16,synthetic,256,synthetic_train
717,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
718,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
719,systolic,hotspot,16,16x16,synthetic,256,synthetic_test
720,systolic,banded,16,16x16,synthetic,256,synthetic_train
721,systolic,checkerboard,16,16x16,synthetic,256,synthetic_test
722,systolic,banded,16,16x16,synthetic,256,synthetic_train
723,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
724,systolic,hotspot,16,16x16,synthetic,256,synthetic_val
725,systolic,banded,16,16x16,synthetic,256,synthetic_train
726,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
727,systolic,hotspot,16,16x16,synthetic,256,synthetic_val
728,systolic,banded,16,16x16,synthetic,256,synthetic_train
729,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
730,systolic,banded,16,16x16,synthetic,256,synthetic_test
731,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
732,systolic,hotspot,16,16x16,synthetic,256,synthetic_test
733,systolic,checkerboard,16,16x16,synthetic,256,synthetic_val
734,systolic,banded,16,16x16,synthetic,256,synthetic_train
735,systolic,banded,16,16x16,synthetic,256,synthetic_train
736,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
737,systolic,wavefront,16,16x16,synthetic,256,synthetic_test
738,systolic,banded,16,16x16,synthetic,256,synthetic_train
739,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
740,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
741,systolic,banded,16,16x16,synthetic,256,synthetic_train
742,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
743,systolic,uniform,16,16x16,synthetic,256,synthetic_val
744,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
745,systolic,uniform,16,16x16,synthetic,256,synthetic_train
746,systolic,banded,16,16x16,synthetic,256,synthetic_test
747,systolic,hotspot,16,16x16,synthetic,256,synthetic_val
748,systolic,banded,16,16x16,synthetic,256,synthetic_train
749,systolic,banded,16,16x16,synthetic,256,synthetic_val
750,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
751,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
752,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
753,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
754,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
755,systolic,checkerboard,16,16x16,synthetic,256,synthetic_val
756,systolic,wavefront,16,16x16,synthetic,256,synthetic_val
757,systolic,hotspot,16,16x16,synthetic,256,synthetic_val
758,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
759,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
760,systolic,uniform,16,16x16,synthetic,256,synthetic_train
761,systolic,uniform,16,16x16,synthetic,256,synthetic_val
762,systolic,checkerboard,16,16x16,synthetic,256,synthetic_val
763,systolic,banded,16,16x16,synthetic,256,synthetic_train
764,systolic,uniform,16,16x16,synthetic,256,synthetic_train
765,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
766,systolic,wavefront,16,16x16,synthetic,256,synthetic_test
767,systolic,hotspot,16,16x16,synthetic,256,synthetic_test
768,systolic,checkerboard,16,16x16,synthetic,256,synthetic_test
769,systolic,wavefront,16,16x16,synthetic,256,synthetic_val
770,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
771,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
772,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
773,systolic,wavefront,16,16x16,synthetic,256,synthetic_val
774,systolic,banded,16,16x16,synthetic,256,synthetic_val
775,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
776,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
777,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
778,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
779,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
780,systolic,uniform,16,16x16,synthetic,256,synthetic_train
781,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
782,systolic,uniform,16,16x16,synthetic,256,synthetic_train
783,systolic,banded,16,16x16,synthetic,256,synthetic_test
784,systolic,banded,16,16x16,synthetic,256,synthetic_train
785,systolic,uniform,16,16x16,synthetic,256,synthetic_test
786,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
787,systolic,banded,16,16x16,synthetic,256,synthetic_train
788,systolic,banded,16,16x16,synthetic,256,synthetic_train
789,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
790,systolic,uniform,16,16x16,synthetic,256,synthetic_train
791,systolic,uniform,16,16x16,synthetic,256,synthetic_train
792,systolic,uniform,16,16x16,synthetic,256,synthetic_train
793,systolic,uniform,16,16x16,synthetic,256,synthetic_train
794,systolic,hotspot,16,16x16,synthetic,256,synthetic_test
795,systolic,banded,16,16x16,synthetic,256,synthetic_test
796,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
797,systolic,uniform,16,16x16,synthetic,256,synthetic_val
798,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
799,systolic,hotspot,16,16x16,synthetic,256,synthetic_val
800,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
801,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
802,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
803,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
804,systolic,uniform,16,16x16,synthetic,256,synthetic_test
805,systolic,uniform,16,16x16,synthetic,256,synthetic_val
806,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
807,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
808,systolic,checkerboard,16,16x16,synthetic,256,synthetic_test
809,systolic,uniform,16,16x16,synthetic,256,synthetic_train
810,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
811,systolic,hotspot,16,16x16,synthetic,256,synthetic_test
812,systolic,uniform,16,16x16,synthetic,256,synthetic_train
813,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
814,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
815,systolic,uniform,16,16x16,synthetic,256,synthetic_train
816,systolic,banded,16,16x16,synthetic,256,synthetic_train
817,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
818,systolic,uniform,16,16x16,synthetic,256,synthetic_train
819,systolic,checkerboard,16,16x16,synthetic,256,synthetic_test
820,systolic,hotspot,16,16x16,synthetic,256,synthetic_test
821,systolic,checkerboard,16,16x16,synthetic,256,synthetic_val
822,systolic,checkerboard,16,16x16,synthetic,256,synthetic_test
823,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
824,systolic,uniform,16,16x16,synthetic,256,synthetic_val
825,systolic,banded,16,16x16,synthetic,256,synthetic_train
826,systolic,wavefront,16,16x16,synthetic,256,synthetic_test
827,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
828,systolic,wavefront,16,16x16,synthetic,256,synthetic_val
829,systolic,hotspot,16,16x16,synthetic,256,synthetic_test
830,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
831,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
832,systolic,banded,16,16x16,synthetic,256,synthetic_val
833,systolic,banded,16,16x16,synthetic,256,synthetic_train
834,systolic,hotspot,16,16x16,synthetic,256,synthetic_val
835,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
836,systolic,uniform,16,16x16,synthetic,256,synthetic_test
837,systolic,banded,16,16x16,synthetic,256,synthetic_train
838,systolic,banded,16,16x16,synthetic,256,synthetic_train
839,systolic,uniform,16,16x16,synthetic,256,synthetic_train
840,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
841,systolic,uniform,16,16x16,synthetic,256,synthetic_val
842,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
843,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
844,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
845,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
846,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
847,systolic,uniform,16,16x16,synthetic,256,synthetic_train
848,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
849,systolic,banded,16,16x16,synthetic,256,synthetic_train
850,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
851,systolic,uniform,16,16x16,synthetic,256,synthetic_val
852,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
853,systolic,uniform,16,16x16,synthetic,256,synthetic_train
854,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
855,systolic,uniform,16,16x16,synthetic,256,synthetic_test
856,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
857,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
858,systolic,banded,16,16x16,synthetic,256,synthetic_test
859,systolic,banded,16,16x16,synthetic,256,synthetic_train
860,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
861,systolic,banded,16,16x16,synthetic,256,synthetic_val
862,systolic,banded,16,16x16,synthetic,256,synthetic_train
863,systolic,banded,16,16x16,synthetic,256,synthetic_train
864,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
865,systolic,uniform,16,16x16,synthetic,256,synthetic_train
866,systolic,uniform,16,16x16,synthetic,256,synthetic_train
867,systolic,uniform,16,16x16,synthetic,256,synthetic_train
868,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
869,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
870,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
871,systolic,uniform,16,16x16,synthetic,256,synthetic_train
872,systolic,wavefront,16,16x16,synthetic,256,synthetic_val
873,systolic,wavefront,16,16x16,synthetic,256,synthetic_train
874,systolic,checkerboard,16,16x16,synthetic,256,synthetic_val
875,systolic,wavefront,16,16x16,synthetic,256,synthetic_test
876,systolic,uniform,16,16x16,synthetic,256,synthetic_train
877,systolic,uniform,16,16x16,synthetic,256,synthetic_train
878,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
879,systolic,banded,16,16x16,synthetic,256,synthetic_val
880,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
881,systolic,banded,16,16x16,synthetic,256,synthetic_test
882,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
883,systolic,hotspot,16,16x16,synthetic,256,synthetic_val
884,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
885,systolic,uniform,16,16x16,synthetic,256,synthetic_train
886,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
887,systolic,uniform,16,16x16,synthetic,256,synthetic_test
888,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
889,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
890,systolic,uniform,16,16x16,synthetic,256,synthetic_train
891,systolic,uniform,16,16x16,synthetic,256,synthetic_train
892,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
893,systolic,hotspot,16,16x16,synthetic,256,synthetic_train
894,systolic,uniform,16,16x16,synthetic,256,synthetic_test
895,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
896,systolic,uniform,16,16x16,synthetic,256,synthetic_train
897,systolic,hotspot,16,16x16,synthetic,256,synthetic_val
898,systolic,checkerboard,16,16x16,synthetic,256,synthetic_train
899,systolic,uniform,16,16x16,synthetic,256,synthetic_train
900,standard,uniform,32,32x32,synthetic,1024,synthetic_val
901,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
902,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
903,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
904,standard,hotspot,32,32x32,synthetic,1024,synthetic_test
905,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
906,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
907,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
908,standard,multihotspot,32,32x32,synthetic,1024,synthetic_test
909,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
910,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
911,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
912,standard,hotspot,32,32x32,synthetic,1024,synthetic_val
913,standard,hotspot,32,32x32,synthetic,1024,synthetic_val
914,standard,uniform,32,32x32,synthetic,1024,synthetic_test
915,standard,quadrant,32,32x32,synthetic,1024,synthetic_val
916,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
917,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
918,standard,uniform,32,32x32,synthetic,1024,synthetic_train
919,standard,uniform,32,32x32,synthetic,1024,synthetic_test
