sample_id,source,architecture,workload,N,shape,split_role
synthetic_standard_uniform_8_00088,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00089,synthetic,standard,hotspot,8,8x8,synthetic_val
synthetic_standard_stripes_8_00090,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_stripes_8_00091,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_multihotspot_8_00092,synthetic,standard,multihotspot,8,8x8,synthetic_val
synthetic_standard_uniform_8_00093,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00094,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00095,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_uniform_8_00096,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00097,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00098,synthetic,standard,hotspot,8,8x8,synthetic_test
synthetic_standard_multihotspot_8_00099,synthetic,standard,multihotspot,8,8x8,synthetic_test
synthetic_standard_quadrant_8_00100,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_stripes_8_00101,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00102,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00103,synthetic,standard,quadrant,8,8x8,synthetic_test
synthetic_standard_multihotspot_8_00104,synthetic,standard,multihotspot,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00105,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00106,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00107,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00108,synthetic,standard,hotspot,8,8x8,synthetic_test
synthetic_standard_checkerboard_8_00109,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00110,synthetic,standard,checkerboard,8,8x8,synthetic_val
synthetic_standard_checkerboard_8_00111,synthetic,standard,checkerboard,8,8x8,synthetic_test
synthetic_standard_uniform_8_00112,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_uniform_8_00113,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00114,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00115,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_multihotspot_8_00116,synthetic,standard,multihotspot,8,8x8,synthetic_train
synthetic_standard_uniform_8_00117,synthetic,standard,uniform,8,8x8,synthetic_test
synthetic_standard_quadrant_8_00118,synthetic,standard,quadrant,8,8x8,synthetic_test
synthetic_standard_checkerboard_8_00119,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00120,synthetic,standard,hotspot,8,8x8,synthetic_val
synthetic_standard_hotspot_8_00121,synthetic,standard,hotspot,8,8x8,synthetic_val
synthetic_standard_checkerboard_8_00122,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00123,synthetic,standard,hotspot,8,8x8,synthetic_val
synthetic_standard_stripes_8_00124,synthetic,standard,stripes,8,8x8,synthetic_test
synthetic_standard_multihotspot_8_00125,synthetic,standard,multihotspot,8,8x8,synthetic_train
synthetic_standard_uniform_8_00126,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00127,synthetic,standard,quadrant,8,8x8,synthetic_val
synthetic_standard_uniform_8_00128,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00129,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00130,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_uniform_8_00131,synthetic,standard,uniform,8,8x8,synthetic_val
synthetic_standard_multihotspot_8_00132,synthetic,standard,multihotspot,8,8x8,synthetic_train
synthetic_standard_uniform_8_00133,synthetic,standard,uniform,8,8x8,synthetic_test
synthetic_standard_stripes_8_00134,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00135,synthetic,standard,quadrant,8,8x8,synthetic_val
synthetic_standard_uniform_8_00136,synthetic,standard,uniform,8,8x8,synthetic_val
synthetic_standard_hotspot_8_00137,synthetic,standard,hotspot,8,8x8,synthetic_val
synthetic_standard_stripes_8_00138,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_multihotspot_8_00139,synthetic,standard,multihotspot,8,8x8,synthetic_train
synthetic_standard_uniform_8_00140,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00141,synthetic,standard,checkerboard,8,8x8,synthetic_test
synthetic_standard_stripes_8_00142,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_stripes_8_00143,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00144,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00145,synthetic,standard,quadrant,8,8x8,synthetic_val
synthetic_standard_multihotspot_8_00146,synthetic,standard,multihotspot,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00147,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00148,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00149,synthetic,standard,checkerboard,8,8x8,synthetic_val
synthetic_standard_stripes_8_00150,synthetic,standard,stripes,8,8x8,synthetic_val
synthetic_standard_hotspot_8_00151,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00152,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_uniform_8_00153,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_stripes_8_00154,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00155,synthetic,standard,quadrant,8,8x8,synthetic_test
synthetic_standard_hotspot_8_00156,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00157,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00158,synthetic,standard,checkerboard,8,8x8,synthetic_test
synthetic_standard_hotspot_8_00159,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00160,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00161,synthetic,standard,hotspot,8,8x8,synthetic_test
synthetic_standard_checkerboard_8_00162,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00163,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00164,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_uniform_8_00165,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00166,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_multihotspot_8_00167,synthetic,standard,multihotspot,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00168,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00169,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00170,synthetic,standard,hotspot,8,8x8,synthetic_test
synthetic_standard_uniform_8_00171,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00172,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00173,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00174,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_uniform_8_00175,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00176,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00177,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00178,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00179,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_uniform_8_00180,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_stripes_8_00181,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00182,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_stripes_8_00183,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_stripes_8_00184,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_uniform_8_00185,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_stripes_8_00186,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_uniform_8_00187,synthetic,standard,uniform,8,8x8,synthetic_val
synthetic_standard_stripes_8_00188,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00189,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00190,synthetic,standard,hotspot,8,8x8,synthetic_val
synthetic_standard_quadrant_8_00191,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00192,synthetic,standard,hotspot,8,8x8,synthetic_test
synthetic_standard_checkerboard_8_00193,synthetic,standard,checkerboard,8,8x8,synthetic_val
synthetic_standard_checkerboard_8_00194,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_stripes_8_00195,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00196,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00197,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00198,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00199,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00000,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00001,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_banded_8_00002,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00003,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00004,synthetic,systolic,hotspot,8,8x8,synthetic_test
synthetic_systolic_hotspot_8_00005,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00006,synthetic,systolic,uniform,8,8x8,synthetic_val
synthetic_systolic_banded_8_00007,synthetic,systolic,banded,8,8x8,synthetic_val
synthetic_systolic_hotspot_8_00008,synthetic,systolic,hotspot,8,8x8,synthetic_val
synthetic_systolic_checkerboard_8_00009,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00010,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00011,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_banded_8_00012,synthetic,systolic,banded,8,8x8,synthetic_test
synthetic_systolic_checkerboard_8_00013,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00014,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00015,synthetic,systolic,checkerboard,8,8x8,synthetic_test
synthetic_systolic_hotspot_8_00016,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00017,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_banded_8_00018,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00019,synthetic,systolic,wavefront,8,8x8,synthetic_val
synthetic_systolic_wavefront_8_00020,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00021,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00022,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_banded_8_00023,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00024,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00025,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_banded_8_00026,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00027,synthetic,systolic,uniform,8,8x8,synthetic_test
synthetic_systolic_uniform_8_00028,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00029,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_banded_8_00030,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00031,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00032,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00033,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00034,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00035,synthetic,systolic,hotspot,8,8x8,synthetic_val
synthetic_systolic_banded_8_00036,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00037,synthetic,systolic,uniform,8,8x8,synthetic_test
synthetic_systolic_uniform_8_00038,synthetic,systolic,uniform,8,8x8,synthetic_test
synthetic_systolic_banded_8_00039,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00040,synthetic,systolic,hotspot,8,8x8,synthetic_test
synthetic_systolic_uniform_8_00041,synthetic,systolic,uniform,8,8x8,synthetic_val
synthetic_systolic_hotspot_8_00042,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00043,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_banded_8_00044,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00045,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00046,synthetic,systolic,wavefront,8,8x8,synthetic_val
synthetic_systolic_uniform_8_00047,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00048,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_banded_8_00049,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00050,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_banded_8_00051,synthetic,systolic,banded,8,8x8,synthetic_test
synthetic_systolic_uniform_8_00052,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00053,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00054,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00055,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00056,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00057,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00058,synthetic,systolic,checkerboard,8,8x8,synthetic_test
synthetic_systolic_uniform_8_00059,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00060,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00061,synthetic,systolic,hotspot,8,8x8,synthetic_test
synthetic_systolic_hotspot_8_00062,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00063,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00064,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00065,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00066,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00067,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00068,synthetic,systolic,hotspot,8,8x8,synthetic_test
synthetic_systolic_hotspot_8_00069,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00070,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_banded_8_00071,synthetic,systolic,banded,8,8x8,synthetic_test
synthetic_systolic_wavefront_8_00072,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00073,synthetic,systolic,wavefront,8,8x8,synthetic_val
synthetic_systolic_checkerboard_8_00074,synthetic,systolic,checkerboard,8,8x8,synthetic_val
synthetic_systolic_hotspot_8_00075,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_banded_8_00076,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00077,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00078,synthetic,systolic,hotspot,8,8x8,synthetic_test
synthetic_systolic_wavefront_8_00079,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00080,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00081,synthetic,systolic,checkerboard,8,8x8,synthetic_test
synthetic_systolic_hotspot_8_00082,synthetic,systolic,hotspot,8,8x8,synthetic_test
synthetic_systolic_wavefront_8_00083,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00084,synthetic,systolic,hotspot,8,8x8,synthetic_test
synthetic_systolic_wavefront_8_00085,synthetic,systolic,wavefront,8,8x8,synthetic_test
synthetic_systolic_uniform_8_00086,synthetic,systolic,uniform,8,8x8,synthetic_val
synthetic_systolic_checkerboard_8_00087,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00088,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00089,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00090,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_banded_8_00091,synthetic,systolic,banded,8,8x8,synthetic_val
synthetic_systolic_banded_8_00092,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00093,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00094,synthetic,systolic,uniform,8,8x8,synthetic_val
synthetic_systolic_wavefront_8_00095,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_banded_8_00096,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00097,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00098,synthetic,systolic,uniform,8,8x8,synthetic_val
synthetic_systolic_uniform_8_00099,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00100,synthetic,systolic,uniform,8,8x8,synthetic_test
synthetic_systolic_checkerboard_8_00101,synthetic,systolic,checkerboard,8,8x8,synthetic_val
synthetic_systolic_uniform_8_00102,synthetic,systolic,uniform,8,8x8,synthetic_test
synthetic_systolic_wavefront_8_00103,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00104,synthetic,systolic,hotspot,8,8x8,synthetic_test
synthetic_systolic_hotspot_8_00105,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00106,synthetic,systolic,hotspot,8,8x8,synthetic_val
synthetic_systolic_checkerboard_8_00107,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_banded_8_00108,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00109,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00110,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00111,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00112,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00113,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00114,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00115,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00116,synthetic,systolic,wavefront,8,8x8,synthetic_test
synthetic_systolic_hotspot_8_00117,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_banded_8_00118,synthetic,systolic,banded,8,8x8,synthetic_test
synthetic_systolic_uniform_8_00119,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00120,synthetic,systolic,hotspot,8,8x8,synthetic_val
synthetic_systolic_hotspot_8_00121,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00122,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00123,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_banded_8_00124,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00125,synthetic,systolic,hotspot,8,8x8,synthetic_val
synthetic_systolic_hotspot_8_00126,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_banded_8_00127,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00128,synthetic,systolic,wavefront,8,8x8,synthetic_test
synthetic_systolic_uniform_8_00129,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_banded_8_00130,synthetic,systolic,banded,8,8x8,synthetic_test
synthetic_systolic_checkerboard_8_00131,synthetic,systolic,checkerboard,8,8x8,synthetic_test
synthetic_systolic_hotspot_8_00132,synthetic,systolic,hotspot,8,8x8,synthetic_val
synthetic_systolic_checkerboard_8_00133,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_banded_8_00134,synthetic,systolic,banded,8,8x8,synthetic_val
synthetic_systolic_hotspot_8_00135,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00136,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00137,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00138,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_banded_8_00139,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00140,synthetic,systolic,wavefront,8,8x8,synthetic_test
synthetic_systolic_banded_8_00141,synthetic,systolic,banded,8,8x8,synthetic_val
synthetic_systolic_uniform_8_00142,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00143,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00144,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00145,synthetic,systolic,hotspot,8,8x8,synthetic_val
synthetic_systolic_checkerboard_8_00146,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00147,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00148,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00149,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00150,synthetic,systolic,wavefront,8,8x8,synthetic_val
synthetic_systolic_checkerboard_8_00151,synthetic,systolic,checkerboard,8,8x8,synthetic_val
synthetic_systolic_checkerboard_8_00152,synthetic,systolic,checkerboard,8,8x8,synthetic_val
synthetic_systolic_banded_8_00153,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00154,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00155,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00156,synthetic,systolic,wavefront,8,8x8,synthetic_val
synthetic_systolic_banded_8_00157,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00158,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00159,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00160,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00161,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00162,synthetic,systolic,uniform,8,8x8,synthetic_val
synthetic_systolic_uniform_8_00163,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00164,synthetic,systolic,uniform,8,8x8,synthetic_test
synthetic_systolic_checkerboard_8_00165,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00166,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00167,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00168,synthetic,systolic,wavefront,8,8x8,synthetic_test
synthetic_systolic_uniform_8_00169,synthetic,systolic,uniform,8,8x8,synthetic_val
synthetic_systolic_uniform_8_00170,synthetic,systolic,uniform,8,8x8,synthetic_test
synthetic_systolic_wavefront_8_00171,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00172,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00173,synthetic,systolic,hotspot,8,8x8,synthetic_test
synthetic_systolic_uniform_8_00174,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_banded_8_00175,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_banded_8_00176,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00177,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00178,synthetic,systolic,wavefront,8,8x8,synthetic_test
synthetic_systolic_hotspot_8_00179,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00180,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00181,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00182,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00183,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_banded_8_00184,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00185,synthetic,systolic,checkerboard,8,8x8,synthetic_train
synthetic_systolic_banded_8_00186,synthetic,systolic,banded,8,8x8,synthetic_test
synthetic_systolic_hotspot_8_00187,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_wavefront_8_00188,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00189,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00190,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_checkerboard_8_00191,synthetic,systolic,checkerboard,8,8x8,synthetic_test
synthetic_systolic_banded_8_00192,synthetic,systolic,banded,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00193,synthetic,systolic,uniform,8,8x8,synthetic_test
synthetic_systolic_wavefront_8_00194,synthetic,systolic,wavefront,8,8x8,synthetic_test
synthetic_systolic_wavefront_8_00195,synthetic,systolic,wavefront,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00196,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00197,synthetic,systolic,hotspot,8,8x8,synthetic_train
synthetic_systolic_uniform_8_00198,synthetic,systolic,uniform,8,8x8,synthetic_train
synthetic_systolic_hotspot_8_00199,synthetic,systolic,hotspot,8,8x8,synthetic_train
